"Order Date","Ship Date","Ship Mode","Segment","Country","City","State","Postal Code","Region","Category...10","Sub-Category...11","Product Name...12","Category...13","Sub-Category...14","Product Name...15","Sales"
2015-05-05,2015-05-09,"Second Class","Consumer","United States","Richmond","Kentucky",40475,"South","Office Supplies","Art","Newell 350","Office Supplies","Art","Newell 350",6.56
2015-05-05,2015-05-09,"Second Class","Consumer","United States","Richmond","Kentucky",40475,"South","Office Supplies","Paper","Xerox 1933","Office Supplies","Paper","Xerox 1933",24.56
2017-03-04,2017-03-08,"Standard Class","Consumer","United States","Mishawaka","Indiana",46544,"Central","Office Supplies","Binders","Green Canvas Binder for 8-1/2"" x 14"" Sheets","Office Supplies","Binders","Green Canvas Binder for 8-1/2"" x 14"" Sheets",128.4
2015-11-30,2015-12-04,"Standard Class","Consumer","United States","Mount Vernon","New York",10550,"East","Office Supplies","Envelopes","Park Ridge Embossed Executive Business Envelopes","Office Supplies","Envelopes","Park Ridge Embossed Executive Business Envelopes",62.28
2016-02-18,2016-02-22,"Standard Class","Corporate","United States","Los Angeles","California",90004,"West","Office Supplies","Labels","Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set","Office Supplies","Labels","Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set",9.24
2018-04-01,2018-04-03,"First Class","Corporate","United States","San Francisco","California",94110,"West","Furniture","Bookcases","Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black","Furniture","Bookcases","Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",482.664
2018-04-01,2018-04-03,"First Class","Corporate","United States","San Francisco","California",94110,"West","Technology","Machines","Cubify CubeX 3D Printer Double Head Print","Technology","Machines","Cubify CubeX 3D Printer Double Head Print",4799.984
2018-06-11,2018-06-13,"Second Class","Consumer","United States","Seattle","Washington",98103,"West","Office Supplies","Paper","Xerox 1939","Office Supplies","Paper","Xerox 1939",37.94
2018-06-11,2018-06-13,"Second Class","Consumer","United States","Seattle","Washington",98103,"West","Office Supplies","Binders","Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue","Office Supplies","Binders","Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",18.288
2018-06-11,2018-06-13,"Second Class","Consumer","United States","Seattle","Washington",98103,"West","Technology","Machines","Cisco Desktop Collaboration Experience DX650 IP Video Phone","Technology","Machines","Cisco Desktop Collaboration Experience DX650 IP Video Phone",385.8
2018-06-11,2018-06-13,"Second Class","Consumer","United States","Seattle","Washington",98103,"West","Office Supplies","Storage","Belkin 19"" Vented Equipment Shelf, Black","Office Supplies","Storage","Belkin 19"" Vented Equipment Shelf, Black",102.96
2018-06-11,2018-06-13,"Second Class","Consumer","United States","Seattle","Washington",98103,"West","Furniture","Bookcases","O'Sullivan 3-Shelf Heavy-Duty Bookcases","Furniture","Bookcases","O'Sullivan 3-Shelf Heavy-Duty Bookcases",174.42
2017-09-30,2017-10-03,"First Class","Consumer","United States","Quincy","Illinois",62301,"Central","Office Supplies","Binders","Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue","Office Supplies","Binders","Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",1.964
2015-12-13,2015-12-17,"Standard Class","Corporate","United States","Chicago","Illinois",60623,"Central","Furniture","Furnishings","Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock","Furniture","Furnishings","Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock",94.428
2018-11-11,2018-11-16,"Standard Class","Consumer","United States","Urbandale","Iowa",50322,"Central","Office Supplies","Fasteners","Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box","Office Supplies","Fasteners","Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",45.92
2016-01-05,2016-01-10,"Standard Class","Home Office","United States","Seattle","Washington",98103,"West","Furniture","Chairs","Global Deluxe Steno Chair","Furniture","Chairs","Global Deluxe Steno Chair",61.584
2017-03-24,2017-03-26,"First Class","Corporate","United States","Richmond","Indiana",47374,"Central","Office Supplies","Paper","Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size","Office Supplies","Paper","Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size",22.48
2018-07-05,2018-07-10,"Standard Class","Corporate","United States","Dallas","Texas",75220,"Central","Furniture","Furnishings","Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting","Furniture","Furnishings","Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",332.028
2018-07-05,2018-07-10,"Standard Class","Corporate","United States","Dallas","Texas",75220,"Central","Office Supplies","Binders","Cardinal HOLDit! Binder Insert Strips,Extra Strips","Office Supplies","Binders","Cardinal HOLDit! Binder Insert Strips,Extra Strips",11.394
2018-07-05,2018-07-10,"Standard Class","Corporate","United States","Dallas","Texas",75220,"Central","Office Supplies","Paper","Xerox 1975","Office Supplies","Paper","Xerox 1975",15.552
2018-07-05,2018-07-10,"Standard Class","Corporate","United States","Dallas","Texas",75220,"Central","Office Supplies","Paper","Xerox 1966","Office Supplies","Paper","Xerox 1966",31.104
2018-07-05,2018-07-10,"Standard Class","Corporate","United States","Dallas","Texas",75220,"Central","Office Supplies","Binders","Tuf-Vin Binders","Office Supplies","Binders","Tuf-Vin Binders",6.316
2015-09-21,2015-09-24,"First Class","Home Office","United States","Philadelphia","Pennsylvania",19143,"East","Office Supplies","Paper","While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle","Office Supplies","Paper","While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",11.352
2015-09-21,2015-09-24,"First Class","Home Office","United States","Philadelphia","Pennsylvania",19143,"East","Office Supplies","Labels","Staple-on labels","Office Supplies","Labels","Staple-on labels",20.808
2017-07-23,2017-07-27,"Standard Class","Home Office","United States","Rockford","Illinois",61107,"Central","Office Supplies","Binders","GBC Laser Imprintable Binding System Covers, Desert Sand","Office Supplies","Binders","GBC Laser Imprintable Binding System Covers, Desert Sand",11.416
2018-08-29,2018-09-03,"Second Class","Corporate","United States","Philadelphia","Pennsylvania",19134,"East","Office Supplies","Art","Newell 323","Office Supplies","Art","Newell 323",9.408
2018-03-26,2018-03-28,"First Class","Home Office","United States","Seattle","Washington",98105,"West","Office Supplies","Art","Boston 1827 Commercial Additional Cutter, Drive Gear & Gear Rack for 1606","Office Supplies","Art","Boston 1827 Commercial Additional Cutter, Drive Gear & Gear Rack for 1606",19.83
2018-12-29,2019-01-04,"Standard Class","Corporate","United States","Grand Rapids","Michigan",49505,"Central","Office Supplies","Paper","Xerox 1915","Office Supplies","Paper","Xerox 1915",209.7
2015-09-20,2015-09-26,"Standard Class","Home Office","United States","Los Angeles","California",90004,"West","Office Supplies","Appliances","Staple holder","Office Supplies","Appliances","Staple holder",43.92
2015-09-20,2015-09-26,"Standard Class","Home Office","United States","Los Angeles","California",90004,"West","Office Supplies","Binders","Ibico Plastic and Wire Spiral Binding Combs","Office Supplies","Binders","Ibico Plastic and Wire Spiral Binding Combs",20.232
2017-04-04,2017-04-05,"First Class","Home Office","United States","Springfield","Virginia",22153,"South","Technology","Phones","Anker Astro 15000mAh USB Portable Charger","Technology","Phones","Anker Astro 15000mAh USB Portable Charger",149.97
2017-04-04,2017-04-05,"First Class","Home Office","United States","Springfield","Virginia",22153,"South","Office Supplies","Paper","Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book","Office Supplies","Paper","Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",27.81
2015-03-26,2015-03-30,"Standard Class","Corporate","United States","Los Angeles","California",90036,"West","Technology","Accessories","SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card","Technology","Accessories","SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card",66.3
2018-11-28,2018-12-04,"Standard Class","Home Office","United States","Baltimore","Maryland",21215,"East","Office Supplies","Art","BIC Brite Liner Grip Highlighters","Office Supplies","Art","BIC Brite Liner Grip Highlighters",1.64
2018-11-28,2018-12-04,"Standard Class","Home Office","United States","Baltimore","Maryland",21215,"East","Furniture","Furnishings","Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base","Furniture","Furnishings","Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base",1049.2
2018-11-28,2018-12-04,"Standard Class","Home Office","United States","Baltimore","Maryland",21215,"East","Furniture","Furnishings","Eldon Image Series Desk Accessories, Burgundy","Furniture","Furnishings","Eldon Image Series Desk Accessories, Burgundy",20.9
2017-12-01,2017-12-05,"Second Class","Consumer","United States","Fairfield","Connecticut",6824,"East","Office Supplies","Binders","XtraLife ClearVue Slant-D Ring Binder, White, 3""","Office Supplies","Binders","XtraLife ClearVue Slant-D Ring Binder, White, 3""",88.08
2017-12-01,2017-12-05,"Second Class","Consumer","United States","Fairfield","Connecticut",6824,"East","Furniture","Chairs","Hon Every-Day Series Multi-Task Chairs","Furniture","Chairs","Hon Every-Day Series Multi-Task Chairs",751.92
2015-09-19,2015-09-19,"Same Day","Corporate","United States","New York City","New York",10011,"East","Furniture","Chairs","Hon Olson Stacker Stools","Furniture","Chairs","Hon Olson Stacker Stools",887.103
2016-10-23,2016-10-23,"Same Day","Consumer","United States","Lakeland","Florida",33801,"South","Technology","Phones","Mediabridge Sport Armband iPhone 5s","Technology","Phones","Mediabridge Sport Armband iPhone 5s",55.944
2016-10-23,2016-10-23,"Same Day","Consumer","United States","Lakeland","Florida",33801,"South","Office Supplies","Art","Sanford Liquid Accent Highlighters","Office Supplies","Art","Sanford Liquid Accent Highlighters",10.688
2016-10-23,2016-10-23,"Same Day","Consumer","United States","Lakeland","Florida",33801,"South","Technology","Phones","SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black","Technology","Phones","SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black",11.824
2018-10-13,2018-10-16,"First Class","Consumer","United States","Freeport","Illinois",61032,"Central","Office Supplies","Paper","Easy-staple paper","Office Supplies","Paper","Easy-staple paper",63.312
2018-10-13,2018-10-16,"First Class","Consumer","United States","Freeport","Illinois",61032,"Central","Office Supplies","Binders","GBC VeloBinder Electric Binding Machine","Office Supplies","Binders","GBC VeloBinder Electric Binding Machine",96.784
2018-10-13,2018-10-16,"First Class","Consumer","United States","Freeport","Illinois",61032,"Central","Furniture","Furnishings","Dax Clear Box Frame","Furniture","Furnishings","Dax Clear Box Frame",10.476
2016-09-04,2016-09-09,"Standard Class","Corporate","United States","Medford","Oregon",97504,"West","Office Supplies","Binders","Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""","Office Supplies","Binders","Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",9.762
2017-03-14,2017-03-16,"First Class","Corporate","United States","Seattle","Washington",98103,"West","Furniture","Chairs","Global High-Back Leather Tilter, Burgundy","Furniture","Chairs","Global High-Back Leather Tilter, Burgundy",196.784
2018-10-28,2018-11-02,"Second Class","Corporate","United States","New York City","New York",10035,"East","Office Supplies","Envelopes","Recycled Interoffice Envelopes with String and Button Closure, 10 x 13","Office Supplies","Envelopes","Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",47.98
2018-10-15,2018-10-19,"Second Class","Corporate","United States","Fairfield","Connecticut",6824,"East","Office Supplies","Labels","Permanent Self-Adhesive File Folder Labels for Typewriters by Universal","Office Supplies","Labels","Permanent Self-Adhesive File Folder Labels for Typewriters by Universal",13.05
2018-08-07,2018-08-11,"Standard Class","Consumer","United States","Moorhead","Minnesota",56560,"Central","Technology","Accessories","Memorex Micro Travel Drive 16 GB","Technology","Accessories","Memorex Micro Travel Drive 16 GB",63.96
2018-09-21,2018-09-25,"Standard Class","Consumer","United States","Columbus","Georgia",31907,"South","Office Supplies","Appliances","APC 7 Outlet Network SurgeArrest Surge Protector","Office Supplies","Appliances","APC 7 Outlet Network SurgeArrest Surge Protector",80.48
2018-11-03,2018-11-08,"Standard Class","Consumer","United States","Philadelphia","Pennsylvania",19143,"East","Office Supplies","Binders","Mead 1st Gear 2"" Zipper Binder, Asst. Colors","Office Supplies","Binders","Mead 1st Gear 2"" Zipper Binder, Asst. Colors",11.673
2017-11-05,2017-11-09,"Standard Class","Consumer","United States","Houston","Texas",77036,"Central","Furniture","Tables","Laminate Occasional Tables","Furniture","Tables","Laminate Occasional Tables",863.128
2017-11-05,2017-11-09,"Standard Class","Consumer","United States","Houston","Texas",77036,"Central","Office Supplies","Binders","Storex Dura Pro Binders","Office Supplies","Binders","Storex Dura Pro Binders",3.564
2017-11-05,2017-11-09,"Standard Class","Consumer","United States","Houston","Texas",77036,"Central","Furniture","Bookcases","O'Sullivan Plantations 2-Door Library in Landvery Oak","Furniture","Bookcases","O'Sullivan Plantations 2-Door Library in Landvery Oak",956.6648
2017-11-05,2017-11-09,"Standard Class","Consumer","United States","Houston","Texas",77036,"Central","Office Supplies","Binders","Premium Transparent Presentation Covers by GBC","Office Supplies","Binders","Premium Transparent Presentation Covers by GBC",12.588
2017-11-05,2017-11-09,"Standard Class","Consumer","United States","Houston","Texas",77036,"Central","Technology","Accessories","Logitech Wireless Headset H600 Over-The-Head Design","Technology","Accessories","Logitech Wireless Headset H600 Over-The-Head Design",171.96
2018-06-25,2018-06-29,"Second Class","Consumer","United States","Seattle","Washington",98115,"West","Furniture","Tables","Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base","Furniture","Tables","Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",871.4
2016-11-26,2016-11-30,"Standard Class","Corporate","United States","Jackson","Tennessee",38301,"South","Furniture","Furnishings","Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock","Furniture","Furnishings","Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock",692.472
2017-11-24,2017-11-27,"Second Class","Corporate","United States","Baltimore","Maryland",21215,"East","Furniture","Furnishings","Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock","Furniture","Furnishings","Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",207.76
2018-07-21,2018-07-21,"Same Day","Consumer","United States","Murray","Utah",84107,"West","Technology","Phones","PayAnywhere Card Reader","Technology","Phones","PayAnywhere Card Reader",71.928
2018-07-21,2018-07-21,"Same Day","Consumer","United States","Murray","Utah",84107,"West","Office Supplies","Art","BOSTON Ranger #55 Pencil Sharpener, Black","Office Supplies","Art","BOSTON Ranger #55 Pencil Sharpener, Black",25.99
2016-10-23,2016-10-28,"Standard Class","Corporate","United States","Seattle","Washington",98105,"West","Office Supplies","Binders","Avery Non-Stick Binders","Office Supplies","Binders","Avery Non-Stick Binders",3.592
2016-07-09,2016-07-13,"Standard Class","Corporate","United States","Dallas","Texas",75220,"Central","Office Supplies","Appliances","Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection","Office Supplies","Appliances","Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",48.632
2018-08-18,2018-08-22,"Standard Class","Home Office","United States","Seattle","Washington",98105,"West","Office Supplies","Storage","Fellowes Super Stor/Drawer Files","Office Supplies","Storage","Fellowes Super Stor/Drawer Files",323.1
2017-04-16,2017-04-20,"Standard Class","Corporate","United States","Lakewood","New Jersey",8701,"East","Technology","Machines","3D Systems Cube Printer, 2nd Generation, Magenta","Technology","Machines","3D Systems Cube Printer, 2nd Generation, Magenta",9099.93
2017-04-16,2017-04-20,"Standard Class","Corporate","United States","Lakewood","New Jersey",8701,"East","Furniture","Furnishings","Stacking Trays by OIC","Furniture","Furnishings","Stacking Trays by OIC",9.96
2017-04-16,2017-04-20,"Standard Class","Corporate","United States","Lakewood","New Jersey",8701,"East","Office Supplies","Binders","Wilson Jones Standard D-Ring Binders","Office Supplies","Binders","Wilson Jones Standard D-Ring Binders",25.3
2015-11-14,2015-11-18,"Standard Class","Home Office","United States","New York City","New York",10011,"East","Office Supplies","Paper","Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages","Office Supplies","Paper","Adams Write n' Stick Phone Message Book, 11"" X 5 1/4"", 200 Messages",11.36
2015-11-14,2015-11-18,"Standard Class","Home Office","United States","New York City","New York",10011,"East","Furniture","Chairs","Safco Chair Connectors, 6/Carton","Furniture","Chairs","Safco Chair Connectors, 6/Carton",69.264
2015-12-20,2015-12-23,"First Class","Consumer","United States","Indianapolis","Indiana",46203,"Central","Office Supplies","Labels","Avery 487","Office Supplies","Labels","Avery 487",3.69
2015-12-20,2015-12-23,"First Class","Consumer","United States","Indianapolis","Indiana",46203,"Central","Office Supplies","Binders","Ibico Ibimaster 300 Manual Binding System","Office Supplies","Binders","Ibico Ibimaster 300 Manual Binding System",1103.97
2016-11-21,2016-11-26,"Second Class","Corporate","United States","Port Arthur","Texas",77642,"Central","Furniture","Bookcases","O'Sullivan Manor Hill 2-Door Library in Brianna Oak","Furniture","Bookcases","O'Sullivan Manor Hill 2-Door Library in Brianna Oak",246.1328
2016-11-21,2016-11-26,"Second Class","Corporate","United States","Port Arthur","Texas",77642,"Central","Office Supplies","Labels","Self-Adhesive Address Labels for Typewriters by Universal","Office Supplies","Labels","Self-Adhesive Address Labels for Typewriters by Universal",11.696
2016-11-21,2016-11-26,"Second Class","Corporate","United States","Port Arthur","Texas",77642,"Central","Technology","Copiers","Sharp 1540cs Digital Laser Copier","Technology","Copiers","Sharp 1540cs Digital Laser Copier",439.992
2018-12-28,2019-01-03,"Standard Class","Home Office","United States","Nashville","Tennessee",37211,"South","Office Supplies","Storage","Carina Double Wide Media Storage Towers in Natural & Black","Office Supplies","Storage","Carina Double Wide Media Storage Towers in Natural & Black",64.784
2016-05-17,2016-05-21,"Standard Class","Corporate","United States","Houston","Texas",77095,"Central","Office Supplies","Binders","GBC Twin Loop Wire Binding Elements","Office Supplies","Binders","GBC Twin Loop Wire Binding Elements",33.28
2016-05-17,2016-05-21,"Standard Class","Corporate","United States","Houston","Texas",77095,"Central","Office Supplies","Paper","Things To Do Today Pad","Office Supplies","Paper","Things To Do Today Pad",14.088
2018-12-09,2018-12-13,"Second Class","Home Office","United States","Los Angeles","California",90004,"West","Office Supplies","Art","Newell 314","Office Supplies","Art","Newell 314",11.16
2018-12-09,2018-12-13,"Second Class","Home Office","United States","Los Angeles","California",90004,"West","Furniture","Tables","Bevis 36 x 72 Conference Tables","Furniture","Tables","Bevis 36 x 72 Conference Tables",896.328
2018-12-09,2018-12-13,"Second Class","Home Office","United States","Los Angeles","California",90004,"West","Office Supplies","Appliances","Harmony Air Purifier","Office Supplies","Appliances","Harmony Air Purifier",189
2018-03-10,2018-03-16,"Standard Class","Consumer","United States","Philadelphia","Pennsylvania",19140,"East","Technology","Phones","Nokia Lumia 521 (T-Mobile)","Technology","Phones","Nokia Lumia 521 (T-Mobile)",53.982
2018-10-22,2018-10-27,"Standard Class","Corporate","United States","Redmond","Oregon",97756,"West","Furniture","Tables","KI Conference Tables","Furniture","Tables","KI Conference Tables",177.225
2018-07-03,2018-07-10,"Standard Class","Consumer","United States","Citrus Heights","California",95610,"West","Furniture","Furnishings","Howard Miller 11-1/2"" Diameter Brentwood Wall Clock","Furniture","Furnishings","Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",129.39
2018-09-04,2018-09-10,"Standard Class","Corporate","United States","Los Angeles","California",90032,"West","Office Supplies","Storage","Rogers Jumbo File, Granite","Office Supplies","Storage","Rogers Jumbo File, Granite",54.32
2018-08-23,2018-08-26,"Second Class","Consumer","United States","Tallahassee","Florida",32303,"South","Technology","Phones","Samsung Galaxy Mega 6.3","Technology","Phones","Samsung Galaxy Mega 6.3",4367.896
2018-08-23,2018-08-26,"Second Class","Consumer","United States","Tallahassee","Florida",32303,"South","Office Supplies","Paper","IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case","Office Supplies","Paper","IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",49.568
2018-08-23,2018-08-26,"Second Class","Consumer","United States","Tallahassee","Florida",32303,"South","Office Supplies","Appliances","Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection","Office Supplies","Appliances","Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection",161.376
2018-08-23,2018-08-26,"Second Class","Consumer","United States","Tallahassee","Florida",32303,"South","Furniture","Furnishings","Eldon Regeneration Recycled Desk Accessories, Smoke","Furniture","Furnishings","Eldon Regeneration Recycled Desk Accessories, Smoke",2.784
2018-08-23,2018-08-26,"Second Class","Consumer","United States","Tallahassee","Florida",32303,"South","Office Supplies","Paper","Ampad Evidence Wirebond Steno Books, 6"" x 9""","Office Supplies","Paper","Ampad Evidence Wirebond Steno Books, 6"" x 9""",8.72
2015-08-22,2015-08-25,"Second Class","Home Office","United States","Lakewood","Ohio",44107,"East","Office Supplies","Art","Faber Castell Col-Erase Pencils","Office Supplies","Art","Faber Castell Col-Erase Pencils",3.912
2017-10-04,2017-10-04,"Same Day","Consumer","United States","The Colony","Texas",75056,"Central","Office Supplies","Envelopes","Laser & Ink Jet Business Envelopes","Office Supplies","Envelopes","Laser & Ink Jet Business Envelopes",59.752
2015-10-26,2015-10-30,"Second Class","Consumer","United States","Seattle","Washington",98105,"West","Furniture","Furnishings","Tenex Chairmats For Use With Carpeted Floors","Furniture","Furnishings","Tenex Chairmats For Use With Carpeted Floors",63.92
2015-10-26,2015-10-30,"Second Class","Consumer","United States","Seattle","Washington",98105,"West","Technology","Phones","Vtech CS6719","Technology","Phones","Vtech CS6719",383.96
2017-06-28,2017-06-28,"Same Day","Corporate","United States","Los Angeles","California",90032,"West","Office Supplies","Binders","Recycled Pressboard Report Cover with Reinforced Top Hinge","Office Supplies","Binders","Recycled Pressboard Report Cover with Reinforced Top Hinge",7.752
2017-06-28,2017-06-28,"Same Day","Corporate","United States","Los Angeles","California",90032,"West","Office Supplies","Binders","GBC Premium Transparent Covers with Diagonal Lined Pattern","Office Supplies","Binders","GBC Premium Transparent Covers with Diagonal Lined Pattern",33.568
2015-11-04,2015-11-11,"Standard Class","Consumer","United States","Los Angeles","California",90045,"West","Technology","Phones","Polycom SoundPoint Pro SE-225 Corded phone","Technology","Phones","Polycom SoundPoint Pro SE-225 Corded phone",666.344
2015-11-04,2015-11-11,"Standard Class","Consumer","United States","Los Angeles","California",90045,"West","Furniture","Tables","Bevis Round Conference Table Top, X-Base","Furniture","Tables","Bevis Round Conference Table Top, X-Base",573.728
2015-11-04,2015-11-11,"Standard Class","Consumer","United States","Los Angeles","California",90045,"West","Office Supplies","Binders","Cardinal EasyOpen D-Ring Binders","Office Supplies","Binders","Cardinal EasyOpen D-Ring Binders",21.936
2015-11-04,2015-11-11,"Standard Class","Consumer","United States","Los Angeles","California",90045,"West","Office Supplies","Paper","Xerox 2000","Office Supplies","Paper","Xerox 2000",19.44
2015-11-04,2015-11-11,"Standard Class","Consumer","United States","Los Angeles","California",90045,"West","Technology","Machines","Hewlett-Packard Deskjet D4360 Printer","Technology","Machines","Hewlett-Packard Deskjet D4360 Printer",447.968
2015-09-08,2015-09-12,"Standard Class","Corporate","United States","Long Beach","New York",11561,"East","Office Supplies","Appliances","Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210","Office Supplies","Appliances","Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210",16.78
2016-06-25,2016-07-01,"Standard Class","Consumer","United States","Los Angeles","California",90045,"West","Office Supplies","Art","Staples in misc. colors","Office Supplies","Art","Staples in misc. colors",20.96
2016-06-25,2016-07-01,"Standard Class","Consumer","United States","Los Angeles","California",90045,"West","Office Supplies","Binders","GBC Velobind Prepunched Cover Sets, Regency Series","Office Supplies","Binders","GBC Velobind Prepunched Cover Sets, Regency Series",88.752
2016-06-25,2016-07-01,"Standard Class","Consumer","United States","Los Angeles","California",90045,"West","Office Supplies","Storage","Tennsco Regal Shelving Units","Office Supplies","Storage","Tennsco Regal Shelving Units",304.23
2016-07-26,2016-08-02,"Standard Class","Consumer","United States","San Francisco","California",94110,"West","Office Supplies","Envelopes","Airmail Envelopes","Office Supplies","Envelopes","Airmail Envelopes",167.86
2018-12-07,2018-12-11,"Standard Class","Consumer","United States","Richmond","Virginia",23223,"South","Furniture","Furnishings","DAX Wood Document Frame.","Furniture","Furnishings","DAX Wood Document Frame.",82.38
2015-12-29,2016-01-03,"Second Class","Consumer","United States","Albuquerque","New Mexico",87105,"West","Technology","Phones","Mediabridge Sport Armband iPhone 5s","Technology","Phones","Mediabridge Sport Armband iPhone 5s",23.976
2015-12-29,2016-01-03,"Second Class","Consumer","United States","Albuquerque","New Mexico",87105,"West","Office Supplies","Storage","Fellowes Bases and Tops For Staxonsteel/High-Stak Systems","Office Supplies","Storage","Fellowes Bases and Tops For Staxonsteel/High-Stak Systems",33.29
2016-02-14,2016-02-19,"Standard Class","Consumer","United States","Akron","Ohio",44312,"East","Office Supplies","Binders","GBC Standard Therm-A-Bind Covers","Office Supplies","Binders","GBC Standard Therm-A-Bind Covers",14.952
2016-02-14,2016-02-19,"Standard Class","Consumer","United States","Akron","Ohio",44312,"East","Technology","Phones","Google Nexus 5","Technology","Phones","Google Nexus 5",323.982
2016-02-14,2016-02-19,"Standard Class","Consumer","United States","Akron","Ohio",44312,"East","Office Supplies","Binders","Acco Hanging Data Binders","Office Supplies","Binders","Acco Hanging Data Binders",2.286
2016-02-14,2016-02-19,"Standard Class","Consumer","United States","Akron","Ohio",44312,"East","Office Supplies","Art","Newell 315","Office Supplies","Art","Newell 315",14.352
2016-02-14,2016-02-19,"Standard Class","Consumer","United States","Akron","Ohio",44312,"East","Technology","Accessories","Belkin F8E887 USB Wired Ergonomic Keyboard","Technology","Accessories","Belkin F8E887 USB Wired Ergonomic Keyboard",71.976
2017-01-25,2017-01-27,"First Class","Corporate","United States","Plainfield","New Jersey",7060,"East","Office Supplies","Art","Dixon Ticonderoga Maple Cedar Pencil, #2","Office Supplies","Art","Dixon Ticonderoga Maple Cedar Pencil, #2",9.21
2017-01-25,2017-01-27,"First Class","Corporate","United States","Plainfield","New Jersey",7060,"East","Office Supplies","Paper","Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""","Office Supplies","Paper","Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""",18
2018-04-01,2018-04-07,"Standard Class","Consumer","United States","New York City","New York",10011,"East","Office Supplies","Paper","Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book","Office Supplies","Paper","Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",42.93
2018-10-03,2018-10-09,"Standard Class","Consumer","United States","Hialeah","Florida",33012,"South","Office Supplies","Paper","Xerox 208","Office Supplies","Paper","Xerox 208",15.552
2018-10-03,2018-10-09,"Standard Class","Consumer","United States","Hialeah","Florida",33012,"South","Office Supplies","Appliances","Hoover Portapower Portable Vacuum","Office Supplies","Appliances","Hoover Portapower Portable Vacuum",17.92
2018-09-01,2018-09-06,"Standard Class","Consumer","United States","Redmond","Washington",98052,"West","Technology","Accessories","Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired","Technology","Accessories","Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired",19.99
2018-09-01,2018-09-06,"Standard Class","Consumer","United States","Redmond","Washington",98052,"West","Office Supplies","Binders","Avery Metallic Poly Binders","Office Supplies","Binders","Avery Metallic Poly Binders",22.92
2016-12-21,2016-12-27,"Standard Class","Consumer","United States","Daytona Beach","Florida",32114,"South","Technology","Accessories","Memorex Micro Travel Drive 4 GB","Technology","Accessories","Memorex Micro Travel Drive 4 GB",50.88
